enrollee_id,city,city_development_index,gender,relevent_experience,enrolled_university,education_level,major_discipline,experience,company_size,company_type,training_hours,target,training_hours_range
25663,city_16,0.91,Male,No relevent experience,Part time course,Graduate,STEM,7.0,S,Pvt Ltd,62.0,0.0,51-100
29585,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,4.0,M,Pvt Ltd,48.0,0.0,0-50
31795,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,No Major,20.0,M,Pvt Ltd,20.0,0.0,0-50
19763,city_21,0.624,Not specified,Has relevent experience,,Graduate,STEM,2.0,L,Pvt Ltd,68.0,0.0,51-100
11725,city_104,0.924,Not specified,Has relevent experience,Full time course,Graduate,STEM,11.0,S,Pvt Ltd,10.0,0.0,0-50
8932,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,8.0,M,Funded Startup,10.0,1.0,0-50
16459,city_57,0.866,Not specified,Has relevent experience,no_enrollment,Graduate,STEM,14.0,S,Pvt Ltd,66.0,0.0,51-100
7383,city_67,0.855,Female,Has relevent experience,Part time course,Graduate,STEM,7.0,L,Pvt Ltd,41.0,0.0,0-50
26768,city_162,0.767,Not specified,Has relevent experience,Full time course,Primary School,,2.0,,,23.0,1.0,0-50
3978,city_103,0.92,Female,Has relevent experience,no_enrollment,Graduate,STEM,20.0,M,Pvt Ltd,110.0,0.0,101-200
26408,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,No Major,14.0,S,,44.0,0.0,0-50
11429,city_21,0.624,Male,Has relevent experience,no_enrollment,Graduate,STEM,17.0,L,Pvt Ltd,29.0,0.0,0-50
9832,city_114,0.926,Not specified,Has relevent experience,no_enrollment,Masters,STEM,20.0,,,110.0,0.0,101-200
13908,city_160,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,6.0,,,76.0,1.0,51-100
3324,city_103,0.92,Male,No relevent experience,no_enrollment,Graduate,Other,20.0,,Public Sector,96.0,0.0,51-100
19480,city_100,0.887,Male,Has relevent experience,no_enrollment,Graduate,STEM,10.0,S,Pvt Ltd,106.0,0.0,101-200
10645,city_21,0.624,Not specified,Has relevent experience,no_enrollment,Graduate,STEM,,M,Pvt Ltd,60.0,1.0,51-100
23998,city_42,0.563,Male,No relevent experience,Full time course,Graduate,STEM,5.0,L,Pvt Ltd,119.0,1.0,101-200
3442,city_16,0.91,Male,Has relevent experience,no_enrollment,Graduate,STEM,13.0,S,Pvt Ltd,53.0,0.0,51-100
29251,city_166,0.649,Not specified,Has relevent experience,Full time course,,,5.0,S,Other,188.0,0.0,101-200
24411,city_103,0.92,Male,Has relevent experience,Full time course,Graduate,Other,3.0,S,Pvt Ltd,11.0,0.0,0-50
359,city_21,0.624,Male,Has relevent experience,no_enrollment,Graduate,STEM,9.0,L,Pvt Ltd,135.0,1.0,101-200
29507,city_173,0.878,Male,Has relevent experience,no_enrollment,Masters,Humanities,20.0,M,Pvt Ltd,61.0,0.0,51-100
31324,city_128,0.527,Not specified,Has relevent experience,no_enrollment,Graduate,STEM,7.0,M,Pvt Ltd,63.0,0.0,51-100
13971,city_160,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,6.0,S,Public Sector,42.0,0.0,0-50
15804,city_21,0.624,Male,No relevent experience,no_enrollment,High School,,2.0,,,13.0,0.0,0-50
18199,city_94,0.698,Male,Has relevent experience,no_enrollment,Graduate,STEM,19.0,,,9.0,0.0,0-50
28486,city_16,0.91,Male,No relevent experience,,,,3.0,,,84.0,0.0,51-100
13932,city_46,0.762,Male,Has relevent experience,no_enrollment,Graduate,STEM,13.0,S,Pvt Ltd,106.0,1.0,101-200
28404,city_16,0.91,Male,No relevent experience,no_enrollment,Graduate,Arts,2.0,,,28.0,0.0,0-50
5802,city_97,0.925,Not specified,No relevent experience,no_enrollment,Primary School,,9.0,,Pvt Ltd,48.0,0.0,0-50
24609,city_160,0.92,Male,No relevent experience,no_enrollment,Graduate,STEM,5.0,S,Pvt Ltd,123.0,0.0,101-200
4155,city_105,0.794,Male,Has relevent experience,no_enrollment,Masters,STEM,20.0,M,Pvt Ltd,72.0,0.0,51-100
13483,city_16,0.91,Male,No relevent experience,no_enrollment,Graduate,Humanities,7.0,,,56.0,0.0,51-100
12335,city_138,0.836,Male,No relevent experience,no_enrollment,Graduate,STEM,13.0,,,17.0,0.0,0-50
25060,city_114,0.926,Not specified,Has relevent experience,no_enrollment,Graduate,Other,9.0,L,Pvt Ltd,34.0,0.0,0-50
5153,city_103,0.92,Male,Has relevent experience,no_enrollment,Masters,STEM,5.0,S,Pvt Ltd,76.0,1.0,51-100
21093,city_91,0.691,Female,No relevent experience,,Graduate,STEM,0.0,,,18.0,1.0,0-50
7643,city_103,0.92,Male,No relevent experience,no_enrollment,Graduate,Humanities,3.0,,,72.0,1.0,51-100
30177,city_103,0.92,Male,Has relevent experience,Part time course,Graduate,STEM,7.0,M,Pvt Ltd,,0.0,
2787,city_138,0.836,Male,Has relevent experience,no_enrollment,Masters,STEM,18.0,S,Other,25.0,0.0,0-50
1241,city_114,0.926,Male,Has relevent experience,no_enrollment,Graduate,STEM,20.0,L,Pvt Ltd,78.0,0.0,51-100
19586,city_160,0.92,Male,No relevent experience,no_enrollment,Masters,STEM,20.0,,,33.0,1.0,0-50
11783,city_101,0.5579999999999999,Male,No relevent experience,no_enrollment,High School,,5.0,,,38.0,0.0,0-50
490,city_36,0.893,Male,Has relevent experience,no_enrollment,Masters,STEM,20.0,,,52.0,0.0,51-100
22349,city_76,0.698,Not specified,Has relevent experience,no_enrollment,Masters,STEM,20.0,S,Pvt Ltd,10.0,0.0,0-50
28106,city_160,0.92,Female,Has relevent experience,no_enrollment,Graduate,STEM,20.0,S,,70.0,0.0,51-100
7317,city_103,0.92,Not specified,No relevent experience,Full time course,Graduate,STEM,11.0,,,43.0,1.0,0-50
22473,city_21,0.624,Not specified,Has relevent experience,no_enrollment,Graduate,STEM,6.0,M,Pvt Ltd,105.0,0.0,101-200
17061,city_115,0.789,Male,Has relevent experience,no_enrollment,Graduate,STEM,4.0,L,Pvt Ltd,36.0,0.0,0-50
9009,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,2.0,M,Pvt Ltd,43.0,0.0,0-50
23914,city_173,0.878,Male,Has relevent experience,no_enrollment,Masters,STEM,13.0,L,Pvt Ltd,25.0,0.0,0-50
27253,city_27,0.848,Male,No relevent experience,no_enrollment,Graduate,No Major,1.0,,,290.0,0.0,201-350
15686,city_116,0.743,Not specified,No relevent experience,no_enrollment,Masters,STEM,7.0,,Pvt Ltd,30.0,0.0,0-50
18028,city_103,0.92,Male,No relevent experience,Full time course,High School,,9.0,,,82.0,0.0,51-100
26958,city_103,0.92,Male,No relevent experience,no_enrollment,Masters,STEM,4.0,M,Pvt Ltd,60.0,1.0,51-100
4940,city_67,0.855,Female,Has relevent experience,Part time course,Graduate,STEM,10.0,L,Pvt Ltd,218.0,1.0,201-350
21778,city_103,0.92,Other,Has relevent experience,no_enrollment,Graduate,STEM,20.0,L,Pvt Ltd,15.0,1.0,0-50
15698,city_114,0.926,Not specified,Has relevent experience,,Masters,STEM,20.0,S,Pvt Ltd,35.0,0.0,0-50
20033,city_103,0.92,Other,Has relevent experience,no_enrollment,Graduate,STEM,13.0,M,Pvt Ltd,25.0,1.0,0-50
27366,city_21,0.624,Male,No relevent experience,Full time course,Graduate,STEM,0.0,,,23.0,0.0,0-50
10557,city_21,0.624,Female,Has relevent experience,Full time course,Masters,STEM,9.0,S,Early Stage Startup,218.0,1.0,201-350
16106,city_61,0.913,Male,No relevent experience,no_enrollment,Graduate,STEM,20.0,,,134.0,0.0,101-200
246,city_64,0.6659999999999999,Male,Has relevent experience,no_enrollment,Graduate,STEM,4.0,S,Pvt Ltd,65.0,0.0,51-100
21796,city_114,0.926,Male,Has relevent experience,no_enrollment,Masters,STEM,20.0,S,Pvt Ltd,70.0,0.0,51-100
25162,city_21,0.624,Not specified,Has relevent experience,no_enrollment,Masters,STEM,12.0,,,135.0,0.0,101-200
32544,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,20.0,L,Pvt Ltd,96.0,0.0,51-100
3557,city_103,0.92,Male,No relevent experience,no_enrollment,Graduate,No Major,1.0,,Pvt Ltd,15.0,1.0,0-50
2463,city_102,0.804,Not specified,No relevent experience,no_enrollment,Graduate,Humanities,4.0,,,43.0,0.0,0-50
4615,city_21,0.624,Not specified,Has relevent experience,no_enrollment,Graduate,STEM,5.0,S,Pvt Ltd,144.0,0.0,101-200
15394,city_103,0.92,Other,Has relevent experience,no_enrollment,Graduate,STEM,5.0,,,121.0,1.0,101-200
5570,city_155,0.556,Male,Has relevent experience,Full time course,Graduate,STEM,6.0,S,Pvt Ltd,32.0,1.0,0-50
8534,city_21,0.624,Male,Has relevent experience,no_enrollment,Graduate,STEM,6.0,M,Pvt Ltd,89.0,0.0,51-100
12808,city_103,0.92,Not specified,Has relevent experience,no_enrollment,Graduate,STEM,4.0,M,Other,16.0,0.0,0-50
14418,city_21,0.624,Not specified,Has relevent experience,Full time course,Graduate,STEM,2.0,S,Pvt Ltd,302.0,1.0,201-350
32054,city_21,0.624,Not specified,No relevent experience,Part time course,,,4.0,S,Pvt Ltd,40.0,1.0,0-50
544,city_160,0.92,Female,Has relevent experience,no_enrollment,High School,,10.0,S,Funded Startup,35.0,1.0,0-50
15999,city_103,0.92,Not specified,Has relevent experience,no_enrollment,Graduate,STEM,19.0,M,Pvt Ltd,50.0,0.0,0-50
22441,city_101,0.5579999999999999,Not specified,Has relevent experience,Part time course,Masters,STEM,5.0,S,Pvt Ltd,87.0,0.0,51-100
5059,city_23,0.899,Not specified,No relevent experience,no_enrollment,Graduate,STEM,0.0,,,,1.0,
5165,city_21,0.624,Not specified,No relevent experience,no_enrollment,Masters,STEM,3.0,,Pvt Ltd,2.0,0.0,0-50
7301,city_67,0.855,Male,Has relevent experience,Full time course,Masters,STEM,10.0,M,Pvt Ltd,38.0,0.0,0-50
7177,city_114,0.926,Male,Has relevent experience,no_enrollment,Graduate,STEM,9.0,M,Pvt Ltd,7.0,1.0,0-50
14453,city_74,0.579,Male,Has relevent experience,no_enrollment,Masters,STEM,8.0,M,Pvt Ltd,50.0,1.0,0-50
17105,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,5.0,L,Pvt Ltd,43.0,0.0,0-50
20046,city_21,0.624,Female,No relevent experience,Full time course,Graduate,STEM,2.0,,,9.0,0.0,0-50
29250,city_21,0.624,Male,No relevent experience,no_enrollment,Masters,STEM,2.0,S,Pvt Ltd,144.0,1.0,101-200
8458,city_102,0.804,Not specified,Has relevent experience,no_enrollment,Graduate,Humanities,6.0,S,,36.0,0.0,0-50
25676,city_114,0.926,Not specified,Has relevent experience,no_enrollment,Graduate,STEM,16.0,M,Pvt Ltd,48.0,1.0,0-50
48,city_23,0.899,Not specified,Has relevent experience,no_enrollment,Graduate,STEM,2.0,,Pvt Ltd,37.0,0.0,0-50
17327,city_128,0.527,Male,Has relevent experience,no_enrollment,Graduate,No Major,4.0,S,Pvt Ltd,18.0,1.0,0-50
6325,city_103,0.92,Male,Has relevent experience,Full time course,Graduate,STEM,9.0,M,Pvt Ltd,102.0,0.0,101-200
28472,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,5.0,M,Pvt Ltd,,0.0,
17862,city_149,0.6890000000000001,Female,Has relevent experience,Full time course,Graduate,STEM,14.0,,,51.0,1.0,51-100
19038,city_16,0.91,Male,Has relevent experience,no_enrollment,Masters,STEM,18.0,,,,0.0,
31800,city_28,0.939,Male,No relevent experience,Full time course,High School,,7.0,,,182.0,0.0,101-200
15790,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,4.0,S,Pvt Ltd,132.0,0.0,101-200
1595,city_75,0.939,Male,No relevent experience,no_enrollment,Phd,STEM,20.0,,,82.0,0.0,51-100
8654,city_103,0.92,Female,Has relevent experience,no_enrollment,Graduate,STEM,7.0,S,Funded Startup,135.0,0.0,101-200
24096,city_97,0.925,Not specified,Has relevent experience,Part time course,Graduate,STEM,13.0,S,Early Stage Startup,13.0,0.0,0-50
23780,city_136,0.897,Not specified,No relevent experience,no_enrollment,Primary School,,0.0,,,50.0,0.0,0-50
11216,city_103,0.92,Male,Has relevent experience,Full time course,Phd,Other,13.0,L,Pvt Ltd,28.0,0.0,0-50
32413,city_93,0.865,Male,No relevent experience,no_enrollment,Primary School,,5.0,S,,40.0,0.0,0-50
11675,city_75,0.939,Male,Has relevent experience,no_enrollment,Graduate,STEM,18.0,S,Pvt Ltd,170.0,0.0,101-200
4008,city_114,0.926,Male,Has relevent experience,Full time course,Masters,Other,10.0,S,Public Sector,28.0,0.0,0-50
8989,city_21,0.624,Not specified,No relevent experience,no_enrollment,Graduate,No Major,11.0,,,66.0,0.0,51-100
26122,city_160,0.92,Male,Has relevent experience,no_enrollment,Masters,STEM,20.0,,Pvt Ltd,9.0,0.0,0-50
4139,city_83,0.923,Male,Has relevent experience,no_enrollment,Masters,STEM,14.0,M,Pvt Ltd,11.0,1.0,0-50
16343,city_61,0.913,Male,Has relevent experience,no_enrollment,Graduate,STEM,11.0,S,Pvt Ltd,17.0,0.0,0-50
25352,city_116,0.743,Male,Has relevent experience,no_enrollment,Graduate,STEM,11.0,S,,118.0,0.0,101-200
22878,city_160,0.92,Female,Has relevent experience,no_enrollment,Graduate,STEM,10.0,L,Public Sector,29.0,0.0,0-50
4632,city_162,0.767,Male,No relevent experience,Full time course,Graduate,STEM,9.0,,Pvt Ltd,182.0,0.0,101-200
5244,city_23,0.899,Female,Has relevent experience,no_enrollment,Masters,STEM,15.0,M,,76.0,0.0,51-100
30917,city_103,0.92,Female,No relevent experience,no_enrollment,Graduate,Business Degree,20.0,,,33.0,1.0,0-50
27808,city_41,0.8270000000000001,Male,Has relevent experience,no_enrollment,Graduate,STEM,9.0,S,Pvt Ltd,72.0,0.0,51-100
4556,city_21,0.624,Not specified,No relevent experience,Full time course,High School,,2.0,,,107.0,0.0,101-200
25089,city_104,0.924,Male,Has relevent experience,no_enrollment,Graduate,STEM,7.0,S,Early Stage Startup,,0.0,
21528,city_19,0.682,Male,No relevent experience,no_enrollment,Graduate,STEM,15.0,,,66.0,1.0,51-100
3718,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,20.0,,,46.0,1.0,0-50
698,city_103,0.92,Female,Has relevent experience,no_enrollment,Graduate,Arts,1.0,S,Pvt Ltd,107.0,0.0,101-200
10924,city_16,0.91,Not specified,Has relevent experience,no_enrollment,Graduate,STEM,5.0,M,Pvt Ltd,94.0,0.0,51-100
8510,city_16,0.91,Male,Has relevent experience,no_enrollment,Graduate,STEM,10.0,M,Public Sector,50.0,0.0,0-50
6904,city_21,0.624,Other,Has relevent experience,Full time course,Graduate,STEM,1.0,,,39.0,1.0,0-50
21560,city_114,0.926,Male,Has relevent experience,no_enrollment,High School,,20.0,S,Pvt Ltd,37.0,0.0,0-50
22490,city_114,0.926,Male,No relevent experience,Full time course,High School,,6.0,L,Pvt Ltd,144.0,0.0,101-200
7273,city_118,0.722,Not specified,Has relevent experience,Part time course,Masters,STEM,10.0,M,Pvt Ltd,19.0,1.0,0-50
32515,city_114,0.926,Other,Has relevent experience,no_enrollment,High School,,16.0,,,28.0,0.0,0-50
7646,city_104,0.924,Male,Has relevent experience,no_enrollment,Masters,STEM,10.0,,,47.0,1.0,0-50
27728,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,20.0,S,Public Sector,7.0,0.0,0-50
5010,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,12.0,M,Pvt Ltd,42.0,0.0,0-50
32024,city_103,0.92,Male,No relevent experience,no_enrollment,Graduate,Humanities,5.0,M,Public Sector,37.0,0.0,0-50
16988,city_160,0.92,Male,Has relevent experience,no_enrollment,Phd,STEM,10.0,,Public Sector,48.0,0.0,0-50
16478,city_114,0.926,Male,No relevent experience,no_enrollment,Graduate,STEM,2.0,M,Pvt Ltd,46.0,0.0,0-50
1791,city_103,0.92,Male,Has relevent experience,Full time course,Graduate,STEM,2.0,S,Early Stage Startup,78.0,0.0,51-100
10441,city_99,0.915,Female,Has relevent experience,no_enrollment,Phd,STEM,20.0,M,Public Sector,110.0,0.0,101-200
5845,city_21,0.624,Not specified,Has relevent experience,no_enrollment,Graduate,Business Degree,0.0,S,Public Sector,102.0,1.0,101-200
10081,city_116,0.743,Male,Has relevent experience,no_enrollment,Graduate,STEM,5.0,S,Early Stage Startup,8.0,0.0,0-50
7692,city_11,0.55,Male,Has relevent experience,Full time course,Masters,STEM,20.0,,,128.0,1.0,101-200
6002,city_102,0.804,Not specified,Has relevent experience,Full time course,Graduate,STEM,14.0,S,Public Sector,46.0,0.0,0-50
30324,city_103,0.92,Male,Has relevent experience,no_enrollment,Masters,STEM,11.0,M,Public Sector,24.0,0.0,0-50
27171,city_157,0.769,Male,Has relevent experience,Part time course,Masters,STEM,7.0,S,,13.0,0.0,0-50
22137,city_103,0.92,Female,Has relevent experience,no_enrollment,Graduate,STEM,10.0,L,NGO,84.0,0.0,51-100
6549,city_21,0.624,Not specified,Has relevent experience,no_enrollment,Graduate,STEM,,M,Pvt Ltd,36.0,1.0,0-50
2217,city_28,0.939,Male,Has relevent experience,no_enrollment,Masters,STEM,10.0,M,Pvt Ltd,6.0,0.0,0-50
21102,city_16,0.91,Male,Has relevent experience,no_enrollment,Graduate,STEM,3.0,S,Pvt Ltd,34.0,0.0,0-50
9186,city_90,0.698,Male,Has relevent experience,no_enrollment,Graduate,STEM,6.0,S,Pvt Ltd,100.0,0.0,51-100
18482,city_21,0.624,Male,Has relevent experience,no_enrollment,Graduate,STEM,5.0,S,Pvt Ltd,52.0,0.0,51-100
8842,city_103,0.92,Male,No relevent experience,no_enrollment,Graduate,STEM,3.0,,Pvt Ltd,74.0,0.0,51-100
18304,city_64,0.6659999999999999,Male,No relevent experience,Full time course,High School,,2.0,,,110.0,0.0,101-200
24911,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,20.0,S,Pvt Ltd,131.0,0.0,101-200
30338,city_114,0.926,Not specified,Has relevent experience,,Graduate,STEM,20.0,M,Pvt Ltd,12.0,0.0,0-50
29732,city_21,0.624,Male,No relevent experience,Full time course,Graduate,STEM,4.0,,,6.0,1.0,0-50
7348,city_67,0.855,Male,No relevent experience,Full time course,Graduate,STEM,3.0,M,Pvt Ltd,51.0,0.0,51-100
24697,city_158,0.7659999999999999,Female,No relevent experience,Full time course,Graduate,STEM,8.0,,,56.0,0.0,51-100
5332,city_83,0.923,Male,Has relevent experience,no_enrollment,Masters,STEM,12.0,M,Pvt Ltd,18.0,0.0,0-50
7668,city_10,0.895,Male,Has relevent experience,no_enrollment,Graduate,STEM,11.0,L,Pvt Ltd,136.0,0.0,101-200
29917,city_162,0.767,Male,No relevent experience,Full time course,Graduate,STEM,4.0,,,14.0,1.0,0-50
32687,city_42,0.563,Not specified,Has relevent experience,Full time course,Phd,STEM,0.0,,,43.0,1.0,0-50
5103,city_136,0.897,Male,Has relevent experience,no_enrollment,Graduate,STEM,20.0,L,Public Sector,108.0,0.0,101-200
23634,city_73,0.754,Not specified,Has relevent experience,Full time course,High School,,15.0,S,Pvt Ltd,41.0,0.0,0-50
4161,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,6.0,M,Pvt Ltd,70.0,0.0,51-100
17926,city_103,0.92,Female,Has relevent experience,no_enrollment,Graduate,STEM,13.0,L,Pvt Ltd,168.0,0.0,101-200
17409,city_21,0.624,Male,Has relevent experience,no_enrollment,Masters,STEM,14.0,S,Funded Startup,224.0,0.0,201-350
24696,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,20.0,L,Pvt Ltd,,0.0,
8628,city_84,0.698,Male,Has relevent experience,no_enrollment,Graduate,STEM,7.0,M,Pvt Ltd,131.0,0.0,101-200
7803,city_67,0.855,Male,No relevent experience,Part time course,Graduate,STEM,2.0,L,Pvt Ltd,46.0,0.0,0-50
26593,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,14.0,,,44.0,0.0,0-50
19446,city_21,0.624,Not specified,Has relevent experience,no_enrollment,Graduate,STEM,2.0,M,Early Stage Startup,7.0,0.0,0-50
11623,city_21,0.624,Female,Has relevent experience,Full time course,Graduate,STEM,0.0,S,Pvt Ltd,68.0,1.0,51-100
24843,city_103,0.92,Male,No relevent experience,,,,4.0,,,23.0,0.0,0-50
27457,city_83,0.923,Not specified,Has relevent experience,no_enrollment,Graduate,STEM,20.0,S,Pvt Ltd,83.0,0.0,51-100
26222,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,4.0,S,Early Stage Startup,149.0,0.0,101-200
13702,city_73,0.754,Male,Has relevent experience,no_enrollment,Graduate,STEM,5.0,L,Pvt Ltd,162.0,0.0,101-200
10496,city_65,0.802,Male,Has relevent experience,no_enrollment,Graduate,STEM,3.0,,,27.0,1.0,0-50
9028,city_165,0.903,Not specified,Has relevent experience,Full time course,Graduate,STEM,6.0,S,Funded Startup,,0.0,
23697,city_149,0.6890000000000001,Not specified,No relevent experience,no_enrollment,High School,,12.0,,,41.0,0.0,0-50
17258,city_11,0.55,Not specified,No relevent experience,Full time course,Graduate,STEM,0.0,S,Other,72.0,1.0,51-100
29118,city_16,0.91,Male,Has relevent experience,no_enrollment,Graduate,STEM,6.0,L,Pvt Ltd,3.0,0.0,0-50
21009,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,11.0,S,Pvt Ltd,28.0,0.0,0-50
17416,city_16,0.91,Not specified,Has relevent experience,no_enrollment,Graduate,STEM,7.0,S,Pvt Ltd,39.0,0.0,0-50
16999,city_40,0.7759999999999999,Male,Has relevent experience,no_enrollment,Graduate,No Major,6.0,S,Pvt Ltd,144.0,0.0,101-200
21113,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,7.0,,,184.0,1.0,101-200
6814,city_21,0.624,Not specified,No relevent experience,Part time course,Graduate,Other,5.0,S,Funded Startup,37.0,0.0,0-50
2286,city_21,0.624,Not specified,Has relevent experience,no_enrollment,Graduate,STEM,4.0,S,Pvt Ltd,40.0,1.0,0-50
31848,city_114,0.926,Male,Has relevent experience,no_enrollment,Graduate,STEM,7.0,L,Pvt Ltd,44.0,0.0,0-50
14978,city_114,0.926,Male,Has relevent experience,no_enrollment,Masters,STEM,12.0,S,Early Stage Startup,23.0,0.0,0-50
25014,city_16,0.91,Not specified,Has relevent experience,no_enrollment,Masters,STEM,20.0,S,Pvt Ltd,138.0,0.0,101-200
29058,city_11,0.55,Not specified,Has relevent experience,no_enrollment,Graduate,STEM,15.0,M,Pvt Ltd,,0.0,
8650,city_36,0.893,Male,Has relevent experience,no_enrollment,Graduate,Other,5.0,S,Pvt Ltd,29.0,0.0,0-50
25602,city_75,0.939,Male,Has relevent experience,no_enrollment,Graduate,STEM,15.0,,,150.0,0.0,101-200
12933,city_16,0.91,Male,Has relevent experience,no_enrollment,Phd,STEM,9.0,L,Pvt Ltd,61.0,0.0,51-100
17558,city_84,0.698,Male,Has relevent experience,no_enrollment,Graduate,STEM,5.0,,,25.0,0.0,0-50
3475,city_103,0.92,Male,Has relevent experience,no_enrollment,,,20.0,M,Pvt Ltd,130.0,0.0,101-200
27973,city_145,0.555,Not specified,No relevent experience,Full time course,Graduate,STEM,8.0,S,Pvt Ltd,7.0,0.0,0-50
19905,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,19.0,M,Pvt Ltd,62.0,0.0,51-100
20382,city_21,0.624,Not specified,No relevent experience,Part time course,Graduate,STEM,0.0,,,89.0,1.0,51-100
5940,city_44,0.725,Not specified,Has relevent experience,no_enrollment,Masters,STEM,9.0,M,Pvt Ltd,18.0,0.0,0-50
15220,city_103,0.92,Male,Has relevent experience,no_enrollment,Masters,STEM,20.0,M,Public Sector,92.0,0.0,51-100
31035,city_126,0.479,Not specified,No relevent experience,no_enrollment,High School,,2.0,M,Pvt Ltd,39.0,0.0,0-50
12590,city_77,0.83,Male,Has relevent experience,no_enrollment,,,8.0,S,Pvt Ltd,25.0,0.0,0-50
30022,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,10.0,S,Pvt Ltd,294.0,0.0,201-350
22414,city_21,0.624,Not specified,No relevent experience,,High School,,0.0,,,2.0,0.0,0-50
4168,city_16,0.91,Not specified,Has relevent experience,no_enrollment,Masters,Business Degree,15.0,M,Pvt Ltd,1.0,0.0,0-50
10651,city_19,0.682,Male,Has relevent experience,no_enrollment,Graduate,STEM,20.0,M,Pvt Ltd,14.0,0.0,0-50
33164,city_71,0.884,Male,Has relevent experience,no_enrollment,Graduate,STEM,20.0,L,Pvt Ltd,,0.0,
28376,city_65,0.802,Female,Has relevent experience,no_enrollment,Masters,STEM,12.0,,,88.0,0.0,51-100
14024,city_103,0.92,Not specified,Has relevent experience,no_enrollment,Graduate,STEM,8.0,M,Public Sector,8.0,0.0,0-50
15869,city_150,0.698,Not specified,No relevent experience,Full time course,High School,,4.0,,,54.0,0.0,51-100
31229,city_21,0.624,Male,Has relevent experience,no_enrollment,Graduate,STEM,6.0,S,Pvt Ltd,32.0,1.0,0-50
6269,city_16,0.91,Male,Has relevent experience,no_enrollment,Phd,Humanities,20.0,,,160.0,0.0,101-200
6680,city_21,0.624,Not specified,Has relevent experience,no_enrollment,Graduate,STEM,2.0,S,Pvt Ltd,10.0,0.0,0-50
928,city_16,0.91,Not specified,Has relevent experience,no_enrollment,Graduate,STEM,10.0,S,,10.0,0.0,0-50
19787,city_21,0.624,Not specified,Has relevent experience,,Graduate,STEM,4.0,M,Pvt Ltd,11.0,0.0,0-50
2255,city_14,0.698,Not specified,No relevent experience,Part time course,Graduate,STEM,20.0,S,Pvt Ltd,90.0,0.0,51-100
1845,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,20.0,L,Pvt Ltd,21.0,0.0,0-50
27412,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,9.0,M,Pvt Ltd,36.0,0.0,0-50
6561,city_61,0.913,Not specified,Has relevent experience,no_enrollment,Masters,STEM,18.0,M,,43.0,0.0,0-50
6679,city_21,0.624,Male,Has relevent experience,no_enrollment,Graduate,STEM,10.0,M,Pvt Ltd,35.0,1.0,0-50
2598,city_9,0.743,Male,Has relevent experience,Part time course,Masters,STEM,11.0,M,Pvt Ltd,46.0,0.0,0-50
22758,city_102,0.804,Male,No relevent experience,no_enrollment,Graduate,STEM,2.0,,,53.0,1.0,51-100
21371,city_21,0.624,Female,Has relevent experience,no_enrollment,Masters,Business Degree,10.0,S,Pvt Ltd,15.0,1.0,0-50
23082,city_100,0.887,Male,No relevent experience,no_enrollment,Masters,STEM,10.0,,,24.0,1.0,0-50
22056,city_103,0.92,Not specified,Has relevent experience,no_enrollment,Graduate,STEM,14.0,M,Pvt Ltd,97.0,0.0,51-100
14729,city_16,0.91,Female,No relevent experience,Full time course,High School,,2.0,,,5.0,0.0,0-50
27236,city_16,0.91,Male,Has relevent experience,no_enrollment,High School,,20.0,S,Pvt Ltd,,0.0,
1503,city_103,0.92,Not specified,Has relevent experience,no_enrollment,Graduate,Business Degree,2.0,,,44.0,1.0,0-50
17097,city_103,0.92,Male,Has relevent experience,no_enrollment,,,4.0,,,40.0,0.0,0-50
23406,city_71,0.884,Male,Has relevent experience,no_enrollment,Graduate,Humanities,6.0,,,28.0,0.0,0-50
33214,city_103,0.92,Not specified,Has relevent experience,no_enrollment,Graduate,Other,13.0,L,Pvt Ltd,34.0,0.0,0-50
2717,city_136,0.897,Not specified,No relevent experience,Full time course,High School,,5.0,,,18.0,0.0,0-50
